shape_id,shape_pt_sequence,shape_pt_lon,shape_pt_lat
4012,1,127.80449,26.33411
4012,2,127.804539,26.334134
4012,3,127.804602,26.334163
4012,4,127.804781,26.333976
4012,5,127.803755,26.333173
4012,6,127.804226,26.332806
4012,7,127.804773,26.332676
4012,8,127.805394,26.332611
4012,9,127.805692,26.33249
4012,10,127.806,26.332225
4012,11,127.806437,26.331716
4012,12,127.806663,26.331484
4012,13,127.807153,26.331033
4012,14,127.807494,26.330807
4012,15,127.807989,26.330656
4012,16,127.80932,26.330805
4012,17,127.809763,26.330703
4012,18,127.810172,26.330518
4012,19,127.810938,26.330121
4012,20,127.811467,26.329937
4012,21,127.812504,26.329696
4012,22,127.812553,26.329678
4012,23,127.812609,26.329898
4012,24,127.812689,26.329894
4012,25,127.812711,26.329899
4012,26,127.812716,26.3299
4012,27,127.812734,26.329893
4012,28,127.812814,26.329886
4012,29,127.812726,26.329612
4012,30,127.812778,26.329591
4012,31,127.813139,26.329401
4012,32,127.813803,26.328812
4012,33,127.814071,26.328525
4012,34,127.814305,26.328129
4012,35,127.814395,26.327725
4012,36,127.814472,26.327012
4012,37,127.814595,26.325865
4012,38,127.814713,26.325531
4012,39,127.814801,26.325384
4012,40,127.814971,26.325219
4012,41,127.81519,26.325096
4012,42,127.815473,26.325029
4012,43,127.815741,26.325027
4012,44,127.816029,26.32512
4012,45,127.816278,26.325278
4012,46,127.816872,26.325867
4012,47,127.817221,26.326159
4012,48,127.817592,26.326377
4012,49,127.818017,26.326522
4012,50,127.818382,26.326587
4012,51,127.818792,26.326588
4012,52,127.81935,26.326502
4012,53,127.821569,26.326005
4012,54,127.821838,26.325907
4012,55,127.82206,26.325826
4012,56,127.823851,26.324794
4012,57,127.824667,26.326232
4012,58,127.825521,26.327891
4012,59,127.825583,26.328011
4012,60,127.826904,26.330454
4012,61,127.827183,26.33091
4012,62,127.827468,26.331377
4012,63,127.827412,26.331687
4012,64,127.827196,26.331885
4012,65,127.826701,26.332135
4012,66,127.82655,26.332251
4012,67,127.826518,26.332407
4012,68,127.827076,26.334183
4012,69,127.827319,26.334679
4012,70,127.827509,26.334987
4012,71,127.827588,26.335115
4012,72,127.827652,26.335374
4012,73,127.82777,26.335565
4012,74,127.828476,26.336087
4012,75,127.82903,26.336569
4012,76,127.829713,26.336885
4012,77,127.830118,26.336981
4012,78,127.830653,26.33682
4012,79,127.831861,26.336455
4012,80,127.83231,26.335518
4012,81,127.832936,26.334916
4012,82,127.834332,26.333533
4012,83,127.835254,26.33262
4012,84,127.834596,26.3321
4012,85,127.83402,26.331504
4012,86,127.832884,26.33033
4012,87,127.832874,26.330149
4012,88,127.833522,26.329735
4012,89,127.834137,26.329373
4012,90,127.834197,26.329261
4012,91,127.83394,26.328836
4012,92,127.832761,26.326887
4012,93,127.832614,26.326597
4012,94,127.832553,26.326452
4012,95,127.832514,26.326295
4012,96,127.832473,26.326139
4012,97,127.832442,26.325884
4012,98,127.832417,26.325567
4012,99,127.832449,26.325394
4012,100,127.832455,26.325359
4012,101,127.83256,26.325107
4012,102,127.832787,26.324819
4012,103,127.833053,26.324639
4012,104,127.8344202,26.3241688
4012,105,127.8351172,26.3257092
4012,106,127.8355888,26.3255428
4012,107,127.834846,26.3239299
4012,108,127.8346301,26.3240081
4012,109,127.833851,26.324269
4012,110,127.833171,26.322748
4012,111,127.832496,26.321131
4012,112,127.832545,26.321042
4012,113,127.833265,26.320793
4012,114,127.837785,26.31923
4012,115,127.837641,26.318894
4012,116,127.83641,26.316011
4012,117,127.835817,26.314624
4012,118,127.835661,26.314445
4012,119,127.831348,26.315939
4012,120,127.830419,26.316261
4012,121,127.828053,26.310742
4012,122,127.827672,26.310098
4012,123,127.827074,26.3093
4012,124,127.826313,26.308592
4012,125,127.825326,26.307934
4012,126,127.824482,26.307526
4012,127,127.823435,26.307185
4012,128,127.819563,26.306597
4012,129,127.819456,26.306584
4012,130,127.817946,26.306396
4012,131,127.817499,26.306343
4012,132,127.817164,26.306268
4012,133,127.817016,26.306319
4012,134,127.816615,26.307146
4012,135,127.815888,26.308281
4012,136,127.815728,26.308531
4012,137,127.815509,26.308706
4012,138,127.815253,26.308818
4012,139,127.81474,26.30943
4012,140,127.81662,26.311854
4012,141,127.816993,26.312197
4012,142,127.818794,26.313851
4012,143,127.818988,26.314305
4012,144,127.819015,26.315195
4012,145,127.820359,26.315112
4012,146,127.820839,26.314972
4012,147,127.82123,26.314738
4012,148,127.821469,26.314496
4012,149,127.821679,26.314129
4012,150,127.821916,26.313093
4012,151,127.82212,26.312772
4012,152,127.822661,26.312554
4012,153,127.823729,26.314942
4012,154,127.825187,26.318202
4012,155,127.825544,26.318699
4012,156,127.825717,26.318878
4012,157,127.826476,26.319662
4012,158,127.828302,26.321315
4012,159,127.828813,26.321898
4012,160,127.828937,26.322132
4012,161,127.829187,26.322607
4012,162,127.829117,26.322759
4012,163,127.827473,26.323477
4012,164,127.825773,26.32399
4012,165,127.825597,26.324043
4012,166,127.823848,26.324705
4012,167,127.8229,26.325287
4012,168,127.82202,26.325802
4012,169,127.821749,26.325902
4012,170,127.821527,26.325984
4012,171,127.819215,26.326498
4012,172,127.818582,26.326562
4012,173,127.818012,26.326495
4012,174,127.817578,26.32633
4012,175,127.817206,26.326108
4012,176,127.816897,26.325843
4012,177,127.816604,26.325547
4012,178,127.816321,26.325267
4012,179,127.816023,26.325087
4012,180,127.815707,26.324982
4012,181,127.815394,26.325001
4012,182,127.815148,26.325073
4012,183,127.814868,26.325254
4012,184,127.814652,26.325539
4012,185,127.814559,26.325831
4012,186,127.814452,26.326835
4012,187,127.814367,26.327637
4012,188,127.814272,26.32809
4012,189,127.814082,26.328446
4012,190,127.813676,26.32888
4012,191,127.813109,26.329365
4012,192,127.812706,26.329588
4012,193,127.812546,26.32964
4012,194,127.812609,26.329898
4012,195,127.812682,26.329894
4012,196,127.812702,26.3299
4012,197,127.812706,26.329899
4012,198,127.812718,26.329894
4012,199,127.812814,26.329886
4012,200,127.812716,26.32959
4012,201,127.81237,26.329698
4012,202,127.81171,26.329846
4012,203,127.811189,26.329977
4012,204,127.809737,26.330654
4012,205,127.809338,26.330749
4012,206,127.808582,26.330707
4012,207,127.808151,26.330601
4012,208,127.807858,26.330633
4012,209,127.807427,26.330786
4012,210,127.807018,26.331077
4012,211,127.806,26.332077
4012,212,127.805679,26.332356
4012,213,127.805362,26.332485
4012,214,127.804573,26.332554
4012,215,127.804032,26.33279
4012,216,127.803447,26.333287
4012,217,127.804488,26.334082
4012,218,127.804515,26.3341
4013,1,127.80449,26.33411
4013,2,127.8045392,26.3341335
4013,3,127.804602,26.334163
4013,4,127.804781,26.333976
4013,5,127.803755,26.333173
4013,6,127.804226,26.332806
4013,7,127.804773,26.332676
4013,8,127.805394,26.332611
4013,9,127.805692,26.33249
4013,10,127.806,26.332225
4013,11,127.806437,26.331716
4013,12,127.806663,26.331484
4013,13,127.807153,26.331033
4013,14,127.807494,26.330807
4013,15,127.807989,26.330656
4013,16,127.80932,26.330805
4013,17,127.809763,26.330703
4013,18,127.810172,26.330518
4013,19,127.810938,26.330121
4013,20,127.811467,26.329937
4013,21,127.812504,26.329696
4013,22,127.812553,26.329678
4013,23,127.812609,26.329898
4013,24,127.812689,26.329894
4013,25,127.8127106,26.3298988
4013,26,127.812716,26.3299
4013,27,127.812734,26.329893
4013,28,127.812814,26.329886
4013,29,127.812726,26.329612
4013,30,127.812778,26.329591
4013,31,127.813139,26.329401
4013,32,127.813803,26.328812
4013,33,127.814071,26.328525
4013,34,127.814305,26.328129
4013,35,127.814395,26.327725
4013,36,127.8144717,26.32701166
4013,37,127.814595,26.325865
4013,38,127.814713,26.325531
4013,39,127.814801,26.325384
4013,40,127.814971,26.325219
4013,41,127.81519,26.325096
4013,42,127.815473,26.325029
4013,43,127.815741,26.325027
4013,44,127.816029,26.32512
4013,45,127.816278,26.325278
4013,46,127.816872,26.325867
4013,47,127.817221,26.326159
4013,48,127.817592,26.326377
4013,49,127.818017,26.326522
4013,50,127.818382,26.326587
4013,51,127.818792,26.326588
4013,52,127.81935,26.326502
4013,53,127.821569,26.326005
4013,54,127.8218383,26.32590683
4013,55,127.82206,26.325826
4013,56,127.823851,26.324794
4013,57,127.824667,26.326232
4013,58,127.8255213,26.32789115
4013,59,127.825583,26.328011
4013,60,127.826904,26.330454
4013,61,127.8271828,26.3309102
4013,62,127.827468,26.331377
4013,63,127.827412,26.331687
4013,64,127.827196,26.331885
4013,65,127.826701,26.332135
4013,66,127.82655,26.332251
4013,67,127.826518,26.332407
4013,68,127.827076,26.334183
4013,69,127.827319,26.334679
4013,70,127.8275088,26.33498659
4013,71,127.827588,26.335115
4013,72,127.827652,26.335374
4013,73,127.82777,26.335565
4013,74,127.828476,26.336087
4013,75,127.82903,26.336569
4013,76,127.829713,26.336885
4013,77,127.830118,26.336981
4013,78,127.830653,26.33681956
4013,79,127.831861,26.336455
4013,80,127.83231,26.335518
4013,81,127.832936,26.334916
4013,82,127.834332,26.33353331
4013,83,127.8344263,26.3334399
